TRA05,SEXEP,SUTOT,CHAFF,TAXES
10,1,13,227268,0
11,1,9,29736.53,0
10,0,4,542209,0
9,2,16,151871,138
5,2,19,382042,0
4,1,22,305394,0
6,1,19,136358.74,133
8,1,22,428501,0
8,1,15,94728.59,330
8,1,26,601558,104
4,1,4,80987.21,0
4,2,24,405647,0
7,1,3,194915,0
4,1,19,884172,3698
9,1,11,65155,604
5,1,26,165957,0
9,1,17,212586,38
10,1,19,173346.88,0
10,1,26,170647,518
9,1,20,227388,0
9,1,26,448767,1106
6,1,20,462765.32,0
8,1,17,83154,0
7,1,11,406103,0
7,1,6,281862.07,0
5,1,1,165834.12,180
7,1,14,354794,0
6,1,22,144713,0
5,1,17,135197,0
7,1,11,230280.85,852
6,1,20,149385.42,0
6,1,1,63466,0
10,1,6,69197,159
10,1,8,616744.09,193
8,1,8,127271.09,0
2,1,23,357635.63,0
11,1,1,63212.29,1105.77
10,1,19,331957.47,0
9,2,13,118074,150
4,1,12,17500,0
11,2,4,215915.62,3217
10,1,11,138946,630
6,1,12,90386,0
4,1,8,12489,0
9,1,2,30548,48
5,1,2,56825,230
10,1,3,303793,1625
8,1,9,270406,0
12,1,6,241400,2415
7,1,18,256838,730
9,2,11,79180,0
6,2,16,305878,0
5,1,26,684419,0
9,1,12,48383,304
8,1,10,202871,0
5,1,19,202632,699
7,1,1,910852,0
4,1,16,71586.51,21
5,1,26,457088,71
9,1,28,630835,3489
9,1,25,303516.31,0
4,1,13,100686.62,0
8,1,13,51957.57,685
10,2,16,60779.41,0
8,1,5,40450.97,13
8,1,22,401157.11,0
10,1,27,197908.41,0
6,1,17,257720,341
3,1,13,142610,387
9,1,11,129957,0
8,1,16,227098,0
9,1,3,114824,0
9,2,8,94615,761
9,1,16,27479,701
7,1,14,114955,166
6,1,26,171798,0
9,1,12,177492,254
10,1,11,83704.63,1354
8,1,16,301402,0
8,1,16,515425,435
9,1,19,149089,0
3,1,25,315827,83
8,1,2,164791,461
7,1,22,241384,0
5,1,20,394096,0
6,1,23,288917,993
8,1,16,262717,0
7,1,23,313463,0
7,1,19,449590,55
8,1,10,75802,102
6,1,11,190679,0
5,1,11,142639,0
8,1,15,599098,98
5,1,17,254134,245
7,1,15,184552,0
4,1,18,328596,0
9,1,5,117963,70
4,1,10,202400,0
7,1,12,251260,1111
6,1,17,496545,0
8,1,27,1120618,0
7,1,17,184946,0
8,1,11,108847,716
9,1,12,841602,0
6,1,12,367605,0
3,2,3,26250.74,0
8,1,2,161094,0
7,2,3,94102,600
7,1,11,352765,0
6,1,14,253228,0
8,1,16,36752.45,197
10,2,2,156020,0
9,2,2,221870,147
8,1,1,72035,0
8,1,1,130406,0
10,1,1,115509,0
10,1,6,193675,476
11,2,7,62281,0
9,1,7,394239,0
7,2,11,418616,0
4,1,9,57107.23,0
9,1,16,74477.94,0
5,1,16,126631.88,0
8,1,5,441970,0
12,1,2,106873,4158
9,1,17,230009.6,276
6,2,16,156406.1,0
3,1,11,98580.55,42
10,1,26,579195,10
9,1,12,116100,287
5,1,13,100645.56,0
6,1,27,405241.35,0
4,1,22,148314.77,731
5,1,26,261858.65,15
9,1,15,230335.37,569
8,1,13,80500.96,1113
9,2,6,131910.4,0
9,1,5,90737.29,2856
9,1,6,40723.29,2598
6,1,6,118921.27,3876
7,2,21,126286.46,0
10,1,11,83988.63,0
5,1,16,384957.97,8703
5,2,8,200941.6,0
3,1,9,176569.14,0
2,1,17,144074.02,0
3,1,18,86253.15,399
8,1,20,62778.78,0
8,1,3,155984.27,0
9,2,28,9100.46,0
8,1,7,52879.88,471
9,1,5,140506.43,0
9,2,4,65185,1979
8,1,9,30445,1172
5,1,5,294145.89,0
9,1,3,116130,3284
12,1,5,216109,0
8,1,5,283939.6,0
6,1,2,96797.8,964
8,1,14,365328.43,0
8,1,3,102924.93,850
8,1,22,290318,0
6,1,8,147465.74,0
4,1,4,131535,0
9,1,3,63239,81
6,1,4,70838,0
5,1,13,93437,181
8,1,28,889374,80
8,1,5,110061.94,0
8,1,2,576057.34,0
5,1,4,76950,0
6,1,5,107670.65,0
6,1,24,105773.06,0
8,1,6,133328.08,1560
9,1,17,131954.48,0
10,1,3,434009,24
9,1,4,157271,1675
7,1,14,707501,463
9,1,10,103656.35,4424
9,1,5,182489,0
8,1,11,694085,1654
8,1,5,197675,0
8,1,16,190870,60
5,1,5,137683,2753
9,1,27,898761.2,1191
11,1,4,79384,813
9,1,18,159554,15
8,1,4,64025.01,1799
11,1,12,179889.34,0
8,1,13,453660.96,625.8
8,1,5,516230.66,47
10,1,1,32617.53,0
9,1,18,98061.7,0
10,1,29,758461.23,0
8,1,15,172823.17,143
10,1,15,212715.61,1549
7,2,1,499772.47,0
8,1,14,118939,651
9,1,6,153209.49,0
5,1,16,112374,0
3,1,29,506066,0
6,1,3,150652,0
4,2,22,218102,0
6,1,21,124303.44,0
9,1,2,202894,648
5,2,8,678781,259
8,1,5,325961,0
4,1,3,400812,0
5,1,27,1308152,0
6,1,3,485339,0
4,1,26,639487,0
9,1,19,315495,0
5,1,15,205614,0
9,1,2,69231,0
8,2,10,626798,0
9,1,9,127602.66,52
6,1,8,220665.73,0
8,1,15,116275.8,0
9,1,5,150122.63,162.35
9,1,26,513550.65,2127.04
6,1,15,148102.66,55
6,1,15,127064.4,0
6,1,9,37512,0
3,1,1,249711,31
4,1,1,177586.92,436.5
7,2,2,498819.94,0
9,1,1,164139.41,253
10,1,9,65023,45
5,1,13,92492,0
5,1,1,123769,0
10,1,10,35365,80
10,2,9,58868,0
9,1,14,78005,21
8,2,1,182784,6
11,1,2,717632.99,773.24
5,1,30,757378,0
5,1,30,656336,0
7,1,19,133658,0
4,1,30,433833,0
8,1,1,134108.87,0
8,1,24,262593,0
6,1,28,374356,0
9,2,14,87023,130
7,1,13,87811,342
9,1,3,776555,320
9,1,23,173901,145
9,1,26,155583,0
8,1,17,50264,200
9,1,16,132174,875
7,1,15,61993,28
6,1,14,3800,0
8,1,14,11030,174
9,1,18,186382.45,0
5,1,25,214465,0
6,1,27,183054,0
6,1,2,479758,0
9,1,21,288146.66,0
6,1,27,272527.14,0
4,1,29,1321604.03,34
7,1,15,890392.48,0
7,1,2,173865.36,0
8,1,11,101866.8,0
7,1,1,360056.23,42
7,2,3,88288,257
5,1,12,993025.94,65
4,1,2,649260.79,200
8,2,1,185305,0
7,1,23,909445,223
8,1,1,879791,0
5,2,6,123177,0
5,1,3,205396.6,381
10,1,21,94893,0
4,1,1,301642.12,56
6,1,22,228690,852
9,1,26,262947.24,31
8,1,11,1203290.5,1175
7,1,15,453603.47,0
5,1,5,500216,0
7,1,4,608482.7,295.15
9,1,11,610296.34,0
9,1,9,106730,0
10,1,16,733842.59,38
7,1,2,97457,0
9,1,5,866728.3,263
6,2,3,290927.88,0
6,1,5,209832,0
10,1,2,84479,1073
6,1,3,132114,746
5,1,9,150484,0
8,1,11,119312.19,177.71
6,1,19,111893.4,0
9,2,4,116136.11,0
4,1,19,124755.11,0
8,1,20,412226,0
8,1,16,540981,0
9,1,7,287846,0
9,1,6,366628,0
9,1,19,342715,0
8,1,15,104898.44,718
3,1,8,116740.15,0
8,1,10,242120.32,350
6,1,12,71504.88,0
8,1,12,131608.86,243
7,1,5,123210,889
10,1,2,174599,28
9,1,4,108041,3556
4,1,11,247779,2245
8,1,13,51046,97
4,1,1,77718,91
6,1,27,327419,802
5,1,13,95760,176
6,1,11,93619,38
9,2,15,290246,0
5,1,5,71363,1157
7,1,6,454114,299
6,1,5,80071,460
3,1,26,18005,74
8,1,7,324240,1060
10,1,2,166029.98,30
8,1,16,250665.73,0
4,1,2,69409,142
9,1,14,29059.57,800
6,1,2,239449,0
8,1,9,230139,0
9,1,13,562539,564
5,1,15,487265,631
6,1,13,1168615,534
5,1,1,131382,32
9,1,11,502601,453
10,2,20,656199,119
11,2,25,602594,0
6,1,16,239042,431
9,1,2,409035,13
6,1,25,725262.71,0
6,1,11,83157,0
8,1,9,293658,1885
10,2,1,512732,0
9,1,1,1100553,1331
8,1,14,419072,0
8,1,12,599714,0
7,2,14,24170,222
8,1,12,187020,1551
5,2,1,203903,0
9,1,10,286186,498
7,1,12,209698,98
5,1,1,644354,0
5,1,2,932597,0
5,1,11,1041152,0
4,1,13,442154,0
11,1,11,591167,302
7,1,12,544581,0
9,1,1,157003,0
5,1,9,218586,0
9,1,10,41807.68,365.21
7,1,1,322949,0
9,2,3,76906,0
6,1,9,1151321.35,0
7,1,8,62776,868
6,2,11,34894,764
5,1,13,44265,0
4,1,19,151054,120
5,1,21,312221,0
9,1,15,302936,1121
9,1,14,61506,0
10,1,18,305462.96,7525.33
9,1,20,96680,0
7,1,16,73845,0
10,2,15,98522,0
8,1,4,353175,0
8,1,6,297201,0
7,1,18,161845,0
8,1,17,83414,281
9,1,15,100988,0
9,1,11,84299,618
10,2,11,44985.77,286
8,1,7,32604.11,0
6,1,17,54450,0
8,1,13,55880,0
5,1,18,70105,0
8,1,5,132779,0
10,1,4,492256,0
9,1,18,80081,0
9,1,18,266339.4,15
3,1,21,47010.25,0
9,2,10,42206,280
9,1,12,199921,0
7,1,15,51304.81,0
8,1,2,102895,702
8,2,30,92151.37,0
7,1,18,98578,0
8,1,16,104478,0
6,1,2,115477,785
7,2,12,31364.16,0
7,1,15,141402,0
4,1,16,110057,0
9,1,15,303220.69,0
7,2,12,46055,933
5,1,7,777409.43,0
9,1,11,192868.96,0
4,2,6,348411.42,0
3,1,17,146633.88,0
9,1,9,746522,0
5,1,2,75676.99,0
3,1,1,127649.3,0
3,1,21,177105,0
5,2,26,360448.85,833
9,2,1,250666.2,0
10,2,11,74824.87,500
7,1,2,174897.53,0
5,1,3,176217,0
6,2,1,11463,0
12,1,4,65656,0
9,1,2,64307,0
4,1,22,1143017,15193
8,2,15,166808,0
7,1,2,124572,0
3,1,15,254216,0
6,2,3,66657,1458
8,1,2,288356,0
9,1,2,102331,0
2,2,2,97909,0
7,1,4,192972.33,0
11,1,4,336320,0
8,1,1,342275,0
7,1,12,64573,23
5,1,13,145684,1167
8,1,3,209159,0
11,1,3,101648,0
5,1,3,110643,1076
7,1,13,245619,0
9,1,12,95983,905
8,1,4,145534,0
11,1,17,81396,747
5,1,26,537028,0
10,1,11,93340,460
10,1,26,1120490,10209
6,1,28,1320721,0
8,2,13,127480,620
8,1,11,189494,0
10,1,5,5821202,963
10,1,28,702615,234
7,1,26,551315,41
9,1,19,106501.85,487
5,1,27,169958.63,0
4,2,11,27384.79,77
6,1,11,133757.31,0
8,1,20,190421.07,15
5,1,25,270737,0
7,1,17,216103,0
9,1,27,420585,0
10,1,17,381716.22,0
5,2,16,157108,0
5,1,19,288648,17
9,1,17,252864,0
9,1,26,344525.86,0
11,1,8,281409.83,0
9,1,10,71639,162
4,1,17,662873,49
6,1,23,221357,0
8,1,18,659424,97
6,1,1,1628561,713
6,1,1,279020,0
9,1,26,439326,0
8,1,11,407850,0
8,1,13,101044,446
5,1,14,207586,0
8,1,24,446184,0
6,1,26,268498,40
5,1,17,513683,232
8,1,20,381093,0
9,1,1,850968,0
9,1,12,250006,298
5,1,12,246159,0
9,1,2,158776,162
8,1,9,245210,905
7,1,17,32807.93,0
12,1,1,56184,1156
7,1,2,306375,0
3,1,3,137174,0
5,2,1,71418,0
10,1,26,41697.87,0
9,1,12,59340.06,1584.61
9,1,1,122030,2481
8,1,12,2960488,6170
10,1,7,381015,0
8,1,2,776404.28,0
9,1,13,2384647.44,0
7,1,2,1244874.37,0
10,1,15,63267.12,0
9,1,3,154712.07,0
9,1,1,48763,0
9,2,1,167337,0
3,1,4,294173,697
11,1,5,188593,1277
7,2,1,74158.03,892
8,1,1,100603.88,0
10,1,2,15193.54,0
9,2,2,80064,0
9,1,7,235381,0
7,1,21,225631,0
8,1,2,175285,1062
10,1,4,115261,0
9,1,16,42803.08,0
8,1,26,150368.25,85
6,2,2,27345.85,252
11,2,19,145430.44,104
4,1,16,291249,39
7,1,21,194083,1418
5,1,24,253163.97,73
8,1,18,216008.62,164
7,1,2,131255.42,887
9,2,3,33957.24,0
6,1,11,458621.46,0
9,1,5,95504,2328
7,1,11,240077.78,1607
8,1,3,40106,721
5,1,12,214133.36,0
6,1,3,79232,1302
10,2,17,173132.84,0
8,1,11,693058.91,0
5,2,14,45500.97,0
8,1,14,46559.64,766.05
9,1,3,106162.91,0
8,1,9,218636.81,1250
4,1,22,701508.08,6007.98
9,1,11,279858.59,0
6,1,18,136215,0
6,1,15,70915,0
8,1,13,306979,1089
8,1,16,15504.32,235.78
6,1,12,229904,1045
8,1,3,47485.06,0
5,1,5,20854.16,0
8,1,14,491476,0
8,2,9,272753,0
8,1,11,129027,0
4,1,3,61361.24,0
7,1,17,462357,0
8,2,13,36293.47,0
6,1,12,277582,0
4,1,26,237497.6,623
9,1,3,253225.43,477
8,1,11,65540,1057
7,1,3,110137.99,2858
7,1,2,156702,0
9,1,4,129719,0
8,2,4,73108,300
7,2,3,49875.76,26
7,1,4,60092,0
4,1,5,159727,0
6,1,15,56040.42,0
5,1,1,119212,28
6,1,1,139351,0
4,1,15,130704,0
10,1,2,149998.73,164
8,1,4,102440,0
12,2,14,74692,1992
9,1,14,59875.45,336
7,1,17,291347,0
6,1,15,24890,0
8,1,2,78849.25,0
4,1,25,110693.65,0
10,1,23,119286.39,0
8,1,18,114808.74,677
7,1,18,137094.66,0
8,2,12,55216.93,0
6,2,21,111486.47,0
7,1,7,42624.15,387
7,1,15,98015.13,808
6,1,20,429221.59,1335
8,1,17,46147.28,1988.76
6,2,3,106246,0
9,1,14,52652.23,1434.4
7,1,14,58839.9,17
4,1,18,103259.21,38
6,1,16,67493,350
2,1,15,27331.27,0
3,2,15,329054,41
8,1,2,102432,208
9,1,12,74157.5,166.75
8,1,15,38748.84,60
4,2,14,220213,0
8,1,21,409314,702
6,1,16,113451,76
7,1,14,117605,0
5,1,16,102143,0
7,1,1,56544,0
9,1,8,124922.56,0
7,1,8,33920.18,0
10,2,1,104888.45,2290
8,1,2,519548.12,0
12,1,1,152331.79,0
6,1,1,35826.26,0
4,1,14,321245,0
8,1,16,122948,650
3,1,1,96944,0
4,1,19,1042716,46
10,1,1,44288,383
12,1,1,180059.62,945.92
9,1,17,71656,0
10,1,26,449816,0
3,1,2,94006,388
8,1,2,201094,0
4,1,14,121423,40
12,1,20,93968,720
9,1,2,330283,0
9,1,12,54813,217
10,1,29,325060,415
4,1,24,150564,321
3,1,15,129074,0
7,1,1,253920,110
3,1,17,140468.02,0
5,1,2,307742,0
8,1,2,132000,573
9,1,1,96663,0
7,1,14,795972.87,844
7,1,26,272692.19,48
5,1,20,228279.55,0
7,1,1,319853,0
6,1,23,609872.58,0
8,1,11,107836.49,38
9,1,6,124672.82,28.2
9,1,10,532154,145
7,1,15,710204.72,1490.35
8,1,10,428829.02,23
6,1,13,463430,0
5,1,1,300460,212
3,1,13,226553,0
8,1,14,120922.57,0
9,1,17,51393,0
6,1,25,234595.11,45
4,2,1,54723,170
5,1,1,70074,0
8,1,27,812259,0
9,1,26,82620.74,51
6,1,5,324770.91,0
7,2,6,307053.7,0
10,1,3,236984.56,0
7,1,14,207265,2347
7,1,24,265576.04,2177
6,1,16,249665.65,0
9,1,9,505824.83,59
10,1,6,180980.52,0
8,1,16,158027.45,0
8,1,22,207447,0
8,2,6,98216,0
7,1,12,290077.42,0
10,1,15,369601.27,0
7,1,17,180596.93,0
5,1,6,767610.86,552
11,1,8,371016,2162
9,2,10,62978.38,0
5,1,5,385875.26,0
8,1,1,217924,0
9,1,7,109704,1246
9,1,1,171997,63
4,1,14,296483,0
7,1,26,793788,0
5,1,10,1014301,0
9,1,4,27699,1510
7,2,8,111455,0
7,1,4,76818,0
6,1,11,272834,0
10,1,2,597501,0
8,1,6,366807,0
10,1,12,549795,0
6,1,8,161197,0
6,1,15,593300,0
7,1,14,355896,146
3,1,2,55132,211
10,1,2,143072,0
9,1,3,52587,0
6,2,6,61722,101
14,1,5,187454,0
9,1,8,126749,0
9,1,8,77584.92,0
4,1,8,62734.93,0
7,1,9,12225,0
13,2,4,39003,0
8,1,12,237559.64,494
4,1,9,71595.69,0
8,1,3,252263.95,0
4,1,17,140764,0
8,1,15,101337.07,0
5,1,4,136141,0
9,2,6,173356,0
10,2,8,91869,2552
9,2,15,365733,0
6,1,1,51721,50
7,1,18,491328,0
8,2,16,109460,208
4,1,12,234495,0
5,2,1,157154,0
6,1,17,326013,0
7,1,5,299817.92,0
8,1,8,98728,238
6,1,18,156808,0
7,1,11,350951.14,0
6,1,1,1124446,0
5,1,10,33682.45,116
5,1,16,134082.14,1524
7,1,17,587376.1,0
4,1,12,141324.39,0
4,1,2,35632,39
7,1,2,104803.89,0
8,1,7,70010.58,585.48
10,1,7,247101,2579
8,2,14,26288,933
7,1,9,69177,620
5,1,16,296735,382
9,1,9,451875,0
7,2,1,81720,86
9,2,11,52800,324
10,1,3,296329,0
9,1,3,639180,610
10,1,0,575451,0
9,1,11,271768,480
9,1,1,492496,0
6,1,1,198116,168
9,1,13,555010,0
8,1,13,681273,340
7,1,17,123957,235
7,1,12,159000,0
8,2,2,183028,0
8,1,14,67418,1669
7,1,1,229485,0
6,1,1,93217,35
7,2,1,100283,0
8,1,2,1023104,0
5,1,11,675342,107
7,1,5,507504,0
7,1,17,477585,0
7,1,16,436786,2898
9,1,8,111638,0
7,1,2,58590,0
8,1,14,129357,397
8,1,2,57423,169
8,1,14,396182,157
9,1,25,378933,607
5,1,28,673149,0
10,1,26,463943,2880
6,1,23,141995,0
8,1,23,974306,0
6,1,26,133618.28,0
5,1,16,106806.33,128
6,1,14,88289,40
10,1,21,324548,0
9,1,25,183034,0
7,1,7,146740,306
4,1,16,142934,123
9,1,19,141617,0
9,1,23,466161,0
3,1,19,65513,0
9,2,9,22792,0
7,1,23,3484476,0
2,1,19,118759,0
9,1,21,165937.86,0
3,1,15,469567,0
9,1,17,319069,189
6,1,4,212304.54,0
5,1,9,84983,0
5,1,16,53155.49,0
9,1,7,326625,0
8,1,15,121094,0
8,1,17,249033.15,357.18
4,1,20,3114256,1000
7,1,17,495132,0
9,1,29,527532,0
9,1,19,265732.61,0
6,2,8,58048,0
4,1,15,144384.46,0
5,1,26,193968.36,0
6,1,26,271588.06,1628
3,2,17,180488.67,0
2,1,27,214105.86,69
4,2,1,83065.87,0
6,1,26,261507.24,0
4,1,19,203487.66,0
5,1,25,184512.07,27
5,2,12,294211.19,0
9,1,6,40469,54
6,1,3,452829,0
6,1,11,42333,0
7,1,21,104989,315
3,1,12,47017,310
12,2,3,83248,0
4,1,2,89531,0
3,1,20,50091,0
11,1,5,413565,0
5,1,12,61856,150
9,1,13,56420,1000
5,1,16,47586,125
8,1,17,57096,255
3,1,14,273410.81,0
4,1,24,41316,380
10,1,1,18025.61,791.3
7,1,15,32825,181
8,1,3,270822.63,0
5,1,28,24280,698
8,1,1,134860,1350
8,1,2,299552,378
9,1,1,39055.05,950
9,1,1,52990.05,228.7
5,1,2,121957.5,89.7
10,2,1,20776,0
7,1,1,62821,0
7,1,1,66408,0
7,1,1,52818.97,0
10,1,1,46763,0
8,2,1,90236,159
6,1,2,142207,0
4,1,12,134402,0
9,1,5,55030,0
11,1,2,114603,0
9,1,1,81483,0
9,2,2,59749.04,0
9,1,1,51038,558
9,1,1,91218,1836
8,1,2,37589,0
9,2,2,100764,238
5,1,3,70126.28,0
9,2,4,92015.05,0
4,1,3,83504.47,1168.1
10,1,16,105830,361
8,1,1,24084,120
5,1,1,95045,0
6,1,23,177339,0
7,1,1,138307,0
8,1,13,65245,1954
4,1,4,160278,0
8,1,21,314887,0
6,1,11,233927,0
5,1,12,145747,0
11,1,14,274942,1008
6,1,21,282248,36
6,1,9,55438,124
8,1,18,833751,1020
5,2,13,122429,0
4,1,17,165768,46
5,2,12,99256,0
7,1,26,360777,0
7,2,13,84286,0
5,1,1,191683,0
9,1,6,52483,0
5,1,15,15209.52,668
5,1,12,242945,0
3,1,2,694245.57,49
6,1,12,35955,0
4,2,1,26939.57,0
8,1,10,55053,0
6,1,18,88607.42,78
5,1,13,58475,0
4,2,11,48313.83,0
9,1,3,232302.42,0
10,2,9,27141.46,86
7,1,27,224152,0
12,2,13,32407.23,900
9,1,11,52159,137
9,1,12,90310.11,151.2
5,1,28,223111.95,17
12,1,13,113678,0
7,1,11,99219,312
2,1,14,104347.63,0
9,1,13,85813.62,40
8,1,9,87026,0
6,1,8,133644,583
6,1,15,71567.36,0
8,1,9,148484,0
8,1,14,76404.95,0
12,1,13,51063,321
6,1,13,56750,0
3,1,26,273382,34
8,1,15,258631,1145
10,1,23,655525.21,0
5,1,29,569329.09,0
4,1,24,1057485.75,0
9,1,8,134347,2062
6,1,23,372317.75,562
8,2,13,95650,19
4,1,21,352283.62,1032.41
4,1,24,288019,0
7,1,28,637835.03,0
10,1,14,84407,524
8,1,13,178904,2113
9,1,26,426443.79,0
8,1,13,84307,631
6,1,20,915398.48,0
6,1,18,115994,0
6,1,15,292216,0
2,1,14,103280,0
8,1,28,373664,263
5,1,18,299464,0
4,1,18,432385,51
5,1,3,212796,89
10,1,15,267068,0
8,1,17,346233,0
8,1,14,62213,0
7,2,18,221938,107
6,1,9,126182,320
6,1,12,131133,1056
5,1,23,338324,0
3,1,27,659465,229
6,1,17,217817.02,51.84
7,1,18,1012634.76,0
8,1,8,107070.35,232
13,1,20,151428,0
8,1,19,360431.11,0
8,1,24,687009.72,1041
10,1,29,1194205.38,0
8,1,27,489507.47,73
9,1,7,34882.03,1111
10,1,15,137807,0
6,2,1,162715,0
4,1,26,493817,0
7,1,11,83608,0
8,1,14,205062.21,145
7,1,8,259049,1356
6,1,13,261348,0
8,1,28,1223041,0
6,1,14,148643,0
7,1,9,63287,356
5,1,26,631571,0
7,1,16,193033,1645
2,1,18,215447,0
4,1,11,76652,0
9,1,9,67029,0
6,1,18,242044,0
3,2,22,518961,0
9,1,9,172059,518
8,1,15,379143,0
7,1,12,220743,275
7,1,10,171519,182
3,1,11,237115,0
8,1,16,402471,0
11,1,10,152694,0
4,1,15,141557,406
7,1,13,188707,0
5,1,26,414291,193
4,1,13,232967,63
6,1,18,250099,0
5,1,8,79641,114
9,1,11,80526,0
6,2,10,87964,95
5,1,17,314156,0
4,1,18,419541,0
4,1,16,303880,0
7,1,17,459744,0
4,1,11,151749,0
7,1,13,292250,1480
7,1,14,283195,1403
7,1,15,176876,0
5,1,14,227418,0
6,2,9,54064,0
7,1,7,48383,0
5,1,14,128351,0
6,1,17,164182,128
6,1,14,124806,34
6,1,20,294063,0
6,1,14,148037,398
8,1,12,143563,603
8,1,11,39097,1306
4,1,21,412226,0
6,1,15,279679,93
6,1,2,35900.42,0
4,2,1,21797,0
4,1,1,80133,0
7,2,3,107747,0
9,1,4,757582,1900
13,0,3,128884,0
4,1,1,31482,0
2,1,3,36568.07,0
6,1,16,44669.8,0
6,2,26,59584,0
10,1,2,339285,0
9,1,21,181945.55,0
8,1,10,65442.93,0
8,1,3,67499,898
12,2,1,27135,0
10,1,1,48116,0
8,1,4,156957,1438
11,1,3,115103,1250
10,1,27,124132,0
9,1,2,83595,57
8,1,3,91052,405
8,1,2,128006,297
5,1,1,90815,0
14,1,30,167159,0
7,1,1,101638,237
10,1,12,190107,0
10,2,1,59092,0
8,1,1,159162,0
10,2,2,261214,458
9,2,4,45818,0
6,1,6,88331.73,1733
9,1,6,110786.07,125
7,1,7,88238.32,2803
7,2,6,463379.49,128
10,1,14,769172.67,0
8,1,4,1348218.86,0
5,1,3,98751.91,0
9,1,13,18527,1704
8,1,5,77485.66,815
8,1,9,35507.3,0
3,1,13,509025,139
7,1,19,110491.74,0
5,1,11,421933,48
10,1,2,102782.62,0
7,1,12,236567,49
8,1,4,317288.46,0
8,1,11,31635,2
9,2,1,21571.17,300
7,1,13,401595,0
9,2,3,61446.28,105
11,1,14,44255.47,1634
6,1,17,65957.62,1500
7,1,7,45243.1,0
4,1,30,42339.27,0
9,1,14,1275864.6,0
8,2,17,94989.59,0
8,1,21,60965.36,408
3,1,15,55644.11,1057
4,1,18,84033.23,1303
9,2,6,203779,56
8,1,14,52541.63,1562.07
7,1,18,15821.75,0
5,1,15,51391,146
8,1,15,106588.12,0
9,1,1,264706,197
9,1,10,37269.84,820
10,1,7,112789,1376
3,1,10,18366.17,69.81
9,1,3,253051.35,445
6,1,20,469136,26
8,2,3,222024.89,0
4,1,21,115797.33,0
6,1,3,336568,7528
9,1,7,343342,236
6,1,12,68376.71,0
10,1,2,393698,500
8,2,8,112192,1159
8,1,1,58050.79,0
5,1,4,138909,0
9,2,11,45667,88
9,1,12,61741.42,672.5
3,1,15,78092.46,851.1
8,1,19,35558.17,117.9
6,1,16,143903,0
9,1,15,50251.23,2112.83
7,2,7,69161.58,0
8,1,20,1637945,221
6,1,15,89146,0
9,1,12,39369.18,982
5,1,1,65109.91,111
5,2,14,110028.04,97
6,1,19,85600.75,0
8,1,13,383447,0
7,1,19,96781.01,3218.3
8,1,10,114876,0
6,1,18,294093,1386
5,1,3,237448,253
6,1,5,469862,92
5,1,4,59393,0
9,2,22,286782.76,0
6,1,29,78422.75,0
9,1,5,109999,0
9,1,2,20639.56,124
7,1,2,150703.28,0
5,1,5,276389.43,0
6,1,21,36315.8,65.41
7,1,3,252718,0
5,1,21,367433.68,572
10,1,16,137258.69,0
7,1,1,176252,0
7,1,1,148883.88,0
7,1,5,71494.14,0
8,2,3,56544,177
5,1,28,143743.25,0
10,1,3,221921,0
8,1,19,65375.21,1492.47
7,1,1,96320.27,0
7,1,26,312452.21,4525
7,1,10,126037.24,1038
5,1,1,125615,290
5,2,1,140987,0
8,1,1,159614,0
8,2,1,20115,0
4,1,2,122020,0
7,1,3,100148,153
4,1,1,83653,0
8,1,13,70852,1418
7,1,27,137976.75,0
12,1,5,44694,0
7,2,1,83449,0
6,1,7,547541.14,0
7,1,6,585781.95,0
6,2,2,486485.71,693.52
8,1,2,949824.39,0
6,1,20,458663,5
7,1,26,93556,0
7,0,2,635951.42,2878.03
10,1,26,747264,72
5,1,2,875745,0
10,1,2,734361.73,0
5,1,1,132837.4,0
7,1,22,195118,210
8,1,27,415756,180
10,1,22,376075,247
9,1,18,223587,0
10,1,25,432012,284
9,1,18,99456,0
8,1,1,41812,30
8,1,15,26296,0
10,1,30,93753,0
3,1,16,56058,0
7,1,27,247647,0
6,1,23,181809,0
4,1,14,31425,220
4,1,13,33142,0
4,1,15,361795,0
3,2,14,102365,0
8,1,16,60501,107
8,1,15,74819,0
7,1,2,197334,0
4,1,15,103130,0
5,1,16,85272,111
5,1,30,308682,169
8,1,20,112410,0
6,1,14,83697,0
5,1,14,91427,0
6,1,4,222160,0
3,1,21,141963,0
6,1,20,134815,829
9,1,13,63941.53,519
3,1,26,909319,0
9,1,20,45986,319
8,1,18,31752,739
7,1,9,52500,0
7,1,3,130171,467
5,1,3,184451,290
7,1,24,151790,0
8,1,11,413695.22,0
6,1,15,1048025.71,858
9,1,13,373179.39,0
7,1,13,443810.61,225
7,1,17,260506.15,50
4,1,23,1356192.23,0
6,1,11,33439,0
7,1,4,3804929,0
8,1,22,206072,0
9,1,12,62152.17,0
3,1,26,189337.93,325
9,1,19,402657,0
7,1,19,194983.68,718.29
7,1,15,66152.01,1193
9,1,7,276941.67,14
7,1,8,1085365.82,103
6,2,12,42193.03,0
6,1,20,243990,0
9,1,19,299249,0
9,1,13,384946.74,65
10,1,7,193513,400
8,1,8,266353,83
6,1,10,232992.21,0
6,1,18,163660,0
7,1,13,389601.91,0
9,1,28,236104.75,228
8,1,9,730363.56,0
10,1,19,203521.13,22
9,1,2,313883.59,29
4,1,16,316851.25,0
6,1,26,819364.76,0
4,1,2,62859,129
9,1,13,337806,0
